Label;Split;Style;Tags
grizzles;['grizzles'];DES;DESV
groans;['groans'];DES;DESV
grooms;['grooms'];DES;DESV
gropes;['gropes'];DES;DESV
grouches;['grouches'];DES;DESV
grounds;['grounds'];DES;DESV
groups;['groups'];DES;DESV
grouses;['grouses'];DES;DESV
growls;['growls'];DES;DESV
grows;['grows'];DES;DESV
grubs;['grubs'];DES;DESV
grudges;['grudges'];DES;DESV
grumbles;['grumbles'];DES;DESV
grunts;['grunts'];DES;DESV
guarantees;['guarantees'];DES;DESV
guards;['guards'];DES;DESV
guesses;['guesses'];DES;DESV
guffaws;['guffaws'];DES;DESV
guides;['guides'];DES;DESV
guies;['guies'];DES;DESV
guillotines;['guillotines'];DES;DESV
gulps;['gulps'];DES;DESV
gums;['gums'];DES;DESV
gurgles;['gurgles'];DES;DESV
gushes;['gushes'];DES;DESV
guts;['guts'];DES;DESV
guzzles;['guzzles'];DES;DESV
gyrates;['gyrates'];DES;DESV
habituates;['habituates'];DES;DESV
hacks;['hacks'];DES;DESV
haggles;['haggles'];DES;DESV
hails;['hails'];DES;DESV
hallucinates;['hallucinates'];DES;DESV
halts;['halts'];DES;DESV
halves;['halves'];DES;DESV
hammers;['hammers'];DES;DESV
hampers;['hampers'];DES;DESV
hamstrings;['hamstrings'];DES;DESV
handicaps;['handicaps'];DES;DESV
handles;['handles'];DES;DESV
hands;['hands'];DES;DESV
hangs;['hangs'];DES;DESV
hankers;['hankers'];DES;DESV
happens;['happens'];DES;DESV
harangues;['harangues'];DES;DESV
harasses;['harasses'];DES;DESV
hardens;['hardens'];DES;DESV
hares;['hares'];DES;DESV
harks;['harks'];DES;DESV
harms;['harms'];DES;DESV
harnesses;['harnesses'];DES;DESV
harpoons;['harpoons'];DES;DESV
harps;['harps'];DES;DESV
harries;['harries'];DES;DESV
harvests;['harvests'];DES;DESV
hashes;['hashes'];DES;DESV
hastens;['hastens'];DES;DESV
hatches;['hatches'];DES;DESV
hates;['hates'];DES;DESV
hauls;['hauls'];DES;DESV
haunts;['haunts'];DES;DESV
haves;['haves'];DES;DESV
hawks;['hawks'];DES;DESV
hazards;['hazards'];DES;DESV
hazes;['hazes'];DES;DESV
headlines;['headlines'];DES;DESV
heads;['heads'];DES;DESV
heals;['heals'];DES;DESV
heaps;['heaps'];DES;DESV
hears;['hears'];DES;DESV
heartens;['heartens'];DES;DESV
heats;['heats'];DES;DESV
heaves;['heaves'];DES;DESV
heckles;['heckles'];DES;DESV
hectors;['hectors'];DES;DESV
hedges;['hedges'];DES;DESV
heeds;['heeds'];DES;DESV
heightens;['heightens'];DES;DESV
helps;['helps'];DES;DESV
heralds;['heralds'];DES;DESV
herds;['herds'];DES;DESV
hesitates;['hesitates'];DES;DESV
hews;['hews'];DES;DESV
hibernates;['hibernates'];DES;DESV
hiccups;['hiccups'];DES;DESV
hides;['hides'];DES;DESV
highlights;['highlights'];DES;DESV
hijacks;['hijacks'];DES;DESV
hikes;['hikes'];DES;DESV
hinders;['hinders'];DES;DESV
hints;['hints'];DES;DESV
hires;['hires'];DES;DESV
hisses;['hisses'];DES;DESV
hitch-hikes;['hitch-hikes'];DES;DESV
hitches;['hitches'];DES;DESV
hits;['hits'];DES;DESV
hives;['hives'];DES;DESV
hoards;['hoards'];DES;DESV
hoaxes;['hoaxes'];DES;DESV
hobbles;['hobbles'];DES;DESV
hogs;['hogs'];DES;DESV
hoists;['hoists'];DES;DESV
holds;['holds'];DES;DESV
holes;['holes'];DES;DESV
holidaies;['holidaies'];DES;DESV
homes;['homes'];DES;DESV
hones;['hones'];DES;DESV
honeymoons;['honeymoons'];DES;DESV
hoodwinks;['hoodwinks'];DES;DESV
hooks;['hooks'];DES;DESV
hoots;['hoots'];DES;DESV
hopes;['hopes'];DES;DESV
hops;['hops'];DES;DESV
horrifies;['horrifies'];DES;DESV
hoses;['hoses'];DES;DESV
hounds;['hounds'];DES;DESV
houses;['houses'];DES;DESV
hovers;['hovers'];DES;DESV
howls;['howls'];DES;DESV
huddles;['huddles'];DES;DESV
hugs;['hugs'];DES;DESV
humbles;['humbles'];DES;DESV
humidifies;['humidifies'];DES;DESV
humiliates;['humiliates'];DES;DESV
hums;['hums'];DES;DESV
hunts;['hunts'];DES;DESV
hurls;['hurls'];DES;DESV
hurries;['hurries'];DES;DESV
hurtles;['hurtles'];DES;DESV
hurts;['hurts'];DES;DESV
husbands;['husbands'];DES;DESV
hushes;['hushes'];DES;DESV
hustles;['hustles'];DES;DESV
hydrates;['hydrates'];DES;DESV
hypes;['hypes'];DES;DESV
hypothecates;['hypothecates'];DES;DESV
ice-skates;['ice-skates'];DES;DESV
ices;['ices'];DES;DESV
identifies;['identifies'];DES;DESV
idles;['idles'];DES;DESV
ignites;['ignites'];DES;DESV
ignores;['ignores'];DES;DESV
illuminates;['illuminates'];DES;DESV
illustrates;['illustrates'];DES;DESV
imagines;['imagines'];DES;DESV
imbibes;['imbibes'];DES;DESV
imitates;['imitates'];DES;DESV
immenses;['immenses'];DES;DESV
immigrates;['immigrates'];DES;DESV
immolates;['immolates'];DES;DESV
immures;['immures'];DES;DESV
impairs;['impairs'];DES;DESV
impales;['impales'];DES;DESV
imparts;['imparts'];DES;DESV
impeaches;['impeaches'];DES;DESV
impedes;['impedes'];DES;DESV
impels;['impels'];DES;DESV
impersonates;['impersonates'];DES;DESV
implants;['implants'];DES;DESV
implements;['implements'];DES;DESV
implies;['implies'];DES;DESV
impllicates;['impllicates'];DES;DESV
implodes;['implodes'];DES;DESV
implores;['implores'];DES;DESV
imports;['imports'];DES;DESV
importunes;['importunes'];DES;DESV
imposes;['imposes'];DES;DESV
impoverishes;['impoverishes'];DES;DESV
impregnates;['impregnates'];DES;DESV
impresses;['impresses'];DES;DESV
imprints;['imprints'];DES;DESV
imprisons;['imprisons'];DES;DESV
improves;['improves'];DES;DESV
improvises;['improvises'];DES;DESV
imputes;['imputes'];DES;DESV
inaugurates;['inaugurates'];DES;DESV
incapacitates;['incapacitates'];DES;DESV
incarcerates;['incarcerates'];DES;DESV
incarnates;['incarnates'];DES;DESV
incenses;['incenses'];DES;DESV
inches;['inches'];DES;DESV
incinerates;['incinerates'];DES;DESV
incites;['incites'];DES;DESV
inclines;['inclines'];DES;DESV
includes;['includes'];DES;DESV
inconveniences;['inconveniences'];DES;DESV
incorporates;['incorporates'];DES;DESV
increases;['increases'];DES;DESV
increments;['increments'];DES;DESV
incubates;['incubates'];DES;DESV
inculcates;['inculcates'];DES;DESV
incurs;['incurs'];DES;DESV
indemnifies;['indemnifies'];DES;DESV
indexes;['indexes'];DES;DESV
indicates;['indicates'];DES;DESV
indicts;['indicts'];DES;DESV
indoctrinates;['indoctrinates'];DES;DESV
induces;['induces'];DES;DESV
indulges;['indulges'];DES;DESV
inebriates;['inebriates'];DES;DESV
infects;['infects'];DES;DESV
infers;['infers'];DES;DESV
infests;['infests'];DES;DESV
infiltrates;['infiltrates'];DES;DESV
inflames;['inflames'];DES;DESV
inflates;['inflates'];DES;DESV
inflects;['inflects'];DES;DESV
inflicts;['inflicts'];DES;DESV
influences;['influences'];DES;DESV
informs;['informs'];DES;DESV
infringes;['infringes'];DES;DESV
infuriates;['infuriates'];DES;DESV
infuses;['infuses'];DES;DESV
ingests;['ingests'];DES;DESV
inhabits;['inhabits'];DES;DESV
inhales;['inhales'];DES;DESV
inherits;['inherits'];DES;DESV
inhibits;['inhibits'];DES;DESV
initiates;['initiates'];DES;DESV
injects;['injects'];DES;DESV
injures;['injures'];DES;DESV
inks;['inks'];DES;DESV
inlaies;['inlaies'];DES;DESV
innovates;['innovates'];DES;DESV
inputs;['inputs'];DES;DESV
inquires;['inquires'];DES;DESV
inscribes;['inscribes'];DES;DESV
inseminates;['inseminates'];DES;DESV
inserts;['inserts'];DES;DESV
insets;['insets'];DES;DESV
insinuates;['insinuates'];DES;DESV
insists;['insists'];DES;DESV
inspects;['inspects'];DES;DESV
inspires;['inspires'];DES;DESV
installs;['installs'];DES;DESV
instigates;['instigates'];DES;DESV
instils;['instils'];DES;DESV
institutes;['institutes'];DES;DESV
instructs;['instructs'];DES;DESV
instruments;['instruments'];DES;DESV
insulates;['insulates'];DES;DESV
insults;['insults'];DES;DESV
insures;['insures'];DES;DESV
integrates;['integrates'];DES;DESV
intends;['intends'];DES;DESV
intensifies;['intensifies'];DES;DESV
interacts;['interacts'];DES;DESV
interbreeds;['interbreeds'];DES;DESV
intercalates;['intercalates'];DES;DESV
intercepts;['intercepts'];DES;DESV
interchanges;['interchanges'];DES;DESV
intercommunicates;['intercommunicates'];DES;DESV
interconnects;['interconnects'];DES;DESV
interfaces;['interfaces'];DES;DESV
interferes;['interferes'];DES;DESV
interjects;['interjects'];DES;DESV
interlocks;['interlocks'];DES;DESV
intermediates;['intermediates'];DES;DESV
intermingles;['intermingles'];DES;DESV
interns;['interns'];DES;DESV
interpolates;['interpolates'];DES;DESV
interposes;['interposes'];DES;DESV
interprets;['interprets'];DES;DESV
interrogates;['interrogates'];DES;DESV
interrupts;['interrupts'];DES;DESV
inters;['inters'];DES;DESV
intersects;['intersects'];DES;DESV
intersperses;['intersperses'];DES;DESV
intertwines;['intertwines'];DES;DESV
intervenes;['intervenes'];DES;DESV
interviews;['interviews'];DES;DESV
interweaves;['interweaves'];DES;DESV
intimates;['intimates'];DES;DESV
intimidates;['intimidates'];DES;DESV
intones;['intones'];DES;DESV
intoxicates;['intoxicates'];DES;DESV
intrigues;['intrigues'];DES;DESV
introduces;['introduces'];DES;DESV
intrudes;['intrudes'];DES;DESV
inundates;['inundates'];DES;DESV
inures;['inures'];DES;DESV
invades;['invades'];DES;DESV
invalidates;['invalidates'];DES;DESV
inveigles;['inveigles'];DES;DESV
invents;['invents'];DES;DESV
inverts;['inverts'];DES;DESV
investigates;['investigates'];DES;DESV
invests;['invests'];DES;DESV
invigorates;['invigorates'];DES;DESV
invites;['invites'];DES;DESV
invoices;['invoices'];DES;DESV
invokes;['invokes'];DES;DESV
involves;['involves'];DES;DESV
irks;['irks'];DES;DESV
irons;['irons'];DES;DESV
irradiates;['irradiates'];DES;DESV
irrigates;['irrigates'];DES;DESV
irritates;['irritates'];DES;DESV
isolates;['isolates'];DES;DESV
issues;['issues'];DES;DESV
itches;['itches'];DES;DESV
iterates;['iterates'];DES;DESV
jabbers;['jabbers'];DES;DESV
jabs;['jabs'];DES;DESV
jams;['jams'];DES;DESV
jangles;['jangles'];DES;DESV
jars;['jars'];DES;DESV
jeers;['jeers'];DES;DESV
jells;['jells'];DES;DESV
jerks;['jerks'];DES;DESV
jests;['jests'];DES;DESV
jets;['jets'];DES;DESV
jettisons;['jettisons'];DES;DESV
jibes;['jibes'];DES;DESV
jibs;['jibs'];DES;DESV
jiggles;['jiggles'];DES;DESV
jigs;['jigs'];DES;DESV
jilts;['jilts'];DES;DESV
jingles;['jingles'];DES;DESV
jockeies;['jockeies'];DES;DESV
joggles;['joggles'];DES;DESV
jogs;['jogs'];DES;DESV
joins;['joins'];DES;DESV
jokes;['jokes'];DES;DESV
jollies;['jollies'];DES;DESV
jolts;['jolts'];DES;DESV
joshes;['joshes'];DES;DESV
jostles;['jostles'];DES;DESV
journeies;['journeies'];DES;DESV
judges;['judges'];DES;DESV
juggles;['juggles'];DES;DESV
jumps;['jumps'];DES;DESV
junks;['junks'];DES;DESV
justifies;['justifies'];DES;DESV
juts;['juts'];DES;DESV
juxtaposes;['juxtaposes'];DES;DESV
keeps;['keeps'];DES;DESV
keyboards;['keyboards'];DES;DESV
kicks;['kicks'];DES;DESV
kidnaps;['kidnaps'];DES;DESV
kids;['kids'];DES;DESV
kills;['kills'];DES;DESV
kindles;['kindles'];DES;DESV
kisses;['kisses'];DES;DESV
kits;['kits'];DES;DESV
kneads;['kneads'];DES;DESV
knifes;['knifes'];DES;DESV
knights;['knights'];DES;DESV
knits;['knits'];DES;DESV
knocks;['knocks'];DES;DESV
knots;['knots'];DES;DESV
knows;['knows'];DES;DESV
lacerates;['lacerates'];DES;DESV
lacks;['lacks'];DES;DESV
lacquers;['lacquers'];DES;DESV
lactates;['lactates'];DES;DESV
lades;['lades'];DES;DESV
lags;['lags'];DES;DESV
laies;['laies'];DES;DESV
laments;['laments'];DES;DESV
lames;['lames'];DES;DESV
laminates;['laminates'];DES;DESV
lampoons;['lampoons'];DES;DESV
lams;['lams'];DES;DESV
lands;['lands'];DES;DESV
languishes;['languishes'];DES;DESV
lapses;['lapses'];DES;DESV
lards;['lards'];DES;DESV
larks;['larks'];DES;DESV
lashes;['lashes'];DES;DESV
lashes;['lashes'];DES;DESV
lasts;['lasts'];DES;DESV
latches;['latches'];DES;DESV
lauds;['lauds'];DES;DESV
laughs;['laughs'];DES;DESV
launches;['launches'];DES;DESV
launders;['launders'];DES;DESV
layers;['layers'];DES;DESV
leads;['leads'];DES;DESV
leagues;['leagues'];DES;DESV
leaks;['leaks'];DES;DESV
leases;['leases'];DES;DESV
leashes;['leashes'];DES;DESV
leaves;['leaves'];DES;DESV
lectures;['lectures'];DES;DESV
legislates;['legislates'];DES;DESV
legitimates;['legitimates'];DES;DESV
lends;['lends'];DES;DESV
lengthens;['lengthens'];DES;DESV
lessens;['lessens'];DES;DESV
lets;['lets'];DES;DESV
letters;['letters'];DES;DESV
levers;['levers'];DES;DESV
levies;['levies'];DES;DESV
levitates;['levitates'];DES;DESV
liberates;['liberates'];DES;DESV
licenses;['licenses'];DES;DESV
licks;['licks'];DES;DESV
lifts;['lifts'];DES;DESV
lightens;['lightens'];DES;DESV
lights;['lights'];DES;DESV
likens;['likens'];DES;DESV
likes;['likes'];DES;DESV
limits;['limits'];DES;DESV
limps;['limps'];DES;DESV
lines;['lines'];DES;DESV
lingers;['lingers'];DES;DESV
links;['links'];DES;DESV
liquefies;['liquefies'];DES;DESV
liquidates;['liquidates'];DES;DESV
lisps;['lisps'];DES;DESV
listens;['listens'];DES;DESV
lists;['lists'];DES;DESV
litigates;['litigates'];DES;DESV
litters;['litters'];DES;DESV
lives;['lives'];DES;DESV
loans;['loans'];DES;DESV
loathes;['loathes'];DES;DESV
lobbies;['lobbies'];DES;DESV
lobs;['lobs'];DES;DESV
locates;['locates'];DES;DESV
lodges;['lodges'];DES;DESV
logs;['logs'];DES;DESV
loiters;['loiters'];DES;DESV
lolls;['lolls'];DES;DESV
looks;['looks'];DES;DESV
loops;['loops'];DES;DESV
loosens;['loosens'];DES;DESV
loots;['loots'];DES;DESV
loses;['loses'];DES;DESV
lounges;['lounges'];DES;DESV
loves;['loves'];DES;DESV
lowers;['lowers'];DES;DESV
lows;['lows'];DES;DESV
lubricates;['lubricates'];DES;DESV
lugs;['lugs'];DES;DESV
lulls;['lulls'];DES;DESV
lumbers;['lumbers'];DES;DESV
lumps;['lumps'];DES;DESV
lunches;['lunches'];DES;DESV
lurches;['lurches'];DES;DESV
lures;['lures'];DES;DESV
lurks;['lurks'];DES;DESV
lynches;['lynches'];DES;DESV
macerates;['macerates'];DES;DESV
machines;['machines'];DES;DESV
maddens;['maddens'];DES;DESV
magnifies;['magnifies'];DES;DESV
maies;['maies'];DES;DESV
mails;['mails'];DES;DESV
maims;['maims'];DES;DESV
maintains;['maintains'];DES;DESV
majors;['majors'];DES;DESV
makes;['makes'];DES;DESV
maligns;['maligns'];DES;DESV
malingers;['malingers'];DES;DESV
maltreats;['maltreats'];DES;DESV
manacles;['manacles'];DES;DESV
manages;['manages'];DES;DESV
mangles;['mangles'];DES;DESV
manhandles;['manhandles'];DES;DESV
manicures;['manicures'];DES;DESV
manifests;['manifests'];DES;DESV
manipulates;['manipulates'];DES;DESV
mans;['mans'];DES;DESV
manufactures;['manufactures'];DES;DESV
maps;['maps'];DES;DESV
marauds;['marauds'];DES;DESV
marches;['marches'];DES;DESV
markets;['markets'];DES;DESV
marks;['marks'];DES;DESV
maroons;['maroons'];DES;DESV
marries;['marries'];DES;DESV
mars;['mars'];DES;DESV
martyrs;['martyrs'];DES;DESV
mashes;['mashes'];DES;DESV
masks;['masks'];DES;DESV
massacres;['massacres'];DES;DESV
massages;['massages'];DES;DESV
masterminds;['masterminds'];DES;DESV
masters;['masters'];DES;DESV
masturbates;['masturbates'];DES;DESV
matches;['matches'];DES;DESV
mates;['mates'];DES;DESV
matriculates;['matriculates'];DES;DESV
mats;['mats'];DES;DESV
matters;['matters'];DES;DESV
matures;['matures'];DES;DESV
mauls;['mauls'];DES;DESV
maunders;['maunders'];DES;DESV
means;['means'];DES;DESV
measures;['measures'];DES;DESV
mediates;['mediates'];DES;DESV
medicates;['medicates'];DES;DESV
meditates;['meditates'];DES;DESV
meets;['meets'];DES;DESV
mellows;['mellows'];DES;DESV
melts;['melts'];DES;DESV
menaces;['menaces'];DES;DESV
mends;['mends'];DES;DESV
menstruates;['menstruates'];DES;DESV
mentions;['mentions'];DES;DESV
merchandises;['merchandises'];DES;DESV
merges;['merges'];DES;DESV
merits;['merits'];DES;DESV
meshes;['meshes'];DES;DESV
messes;['messes'];DES;DESV
metamorphoses;['metamorphoses'];DES;DESV
mews;['mews'];DES;DESV
miaows;['miaows'];DES;DESV
microfilms;['microfilms'];DES;DESV
migrates;['migrates'];DES;DESV
mildews;['mildews'];DES;DESV
militates;['militates'];DES;DESV
milks;['milks'];DES;DESV
mimes;['mimes'];DES;DESV
mimics;['mimics'];DES;DESV
minces;['minces'];DES;DESV
minds;['minds'];DES;DESV
mines;['mines'];DES;DESV
mingles;['mingles'];DES;DESV
minors;['minors'];DES;DESV
mints;['mints'];DES;DESV
mirrors;['mirrors'];DES;DESV
misapplies;['misapplies'];DES;DESV
misapprehends;['misapprehends'];DES;DESV
misappropriates;['misappropriates'];DES;DESV
misbehaves;['misbehaves'];DES;DESV
miscalculates;['miscalculates'];DES;DESV
miscarries;['miscarries'];DES;DESV
miscasts;['miscasts'];DES;DESV
misconducts;['misconducts'];DES;DESV
miscounts;['miscounts'];DES;DESV
misdeals;['misdeals'];DES;DESV
misdirects;['misdirects'];DES;DESV
misfires;['misfires'];DES;DESV
misgoverns;['misgoverns'];DES;DESV
mishandles;['mishandles'];DES;DESV
mishears;['mishears'];DES;DESV
misinforms;['misinforms'];DES;DESV
misinterprets;['misinterprets'];DES;DESV
misjudges;['misjudges'];DES;DESV
mislaies;['mislaies'];DES;DESV
misleads;['misleads'];DES;DESV
mismanages;['mismanages'];DES;DESV
misplaces;['misplaces'];DES;DESV
mispronounces;['mispronounces'];DES;DESV
misquotes;['misquotes'];DES;DESV
misreads;['misreads'];DES;DESV
misrepresents;['misrepresents'];DES;DESV
misses;['misses'];DES;DESV
misspells;['misspells'];DES;DESV
misspends;['misspends'];DES;DESV
mistakes;['mistakes'];DES;DESV
mistimes;['mistimes'];DES;DESV
mistranslates;['mistranslates'];DES;DESV
mistreats;['mistreats'];DES;DESV
mistrusts;['mistrusts'];DES;DESV
mists;['mists'];DES;DESV
misunderstands;['misunderstands'];DES;DESV
misuses;['misuses'];DES;DESV
mitigates;['mitigates'];DES;DESV
mixes;['mixes'];DES;DESV
moans;['moans'];DES;DESV
mobs;['mobs'];DES;DESV
mocks;['mocks'];DES;DESV
moderates;['moderates'];DES;DESV
modulates;['modulates'];DES;DESV
moistens;['moistens'];DES;DESV
molests;['molests'];DES;DESV
mollifies;['mollifies'];DES;DESV
mollycoddles;['mollycoddles'];DES;DESV
monitors;['monitors'];DES;DESV
mooes;['mooes'];DES;DESV
moonlights;['moonlights'];DES;DESV
moons;['moons'];DES;DESV
moors;['moors'];DES;DESV
moots;['moots'];DES;DESV
mopes;['mopes'];DES;DESV
mops;['mops'];DES;DESV
mortgages;['mortgages'];DES;DESV
mortifies;['mortifies'];DES;DESV
mothers;['mothers'];DES;DESV
motions;['motions'];DES;DESV
motivates;['motivates'];DES;DESV
motors;['motors'];DES;DESV
mountaineers;['mountaineers'];DES;DESV
mounts;['mounts'];DES;DESV
mourns;['mourns'];DES;DESV
mouths;['mouths'];DES;DESV
moves;['moves'];DES;DESV
mows;['mows'];DES;DESV
muddies;['muddies'];DES;DESV
muddles;['muddles'];DES;DESV
muffles;['muffles'];DES;DESV
mugs;['mugs'];DES;DESV
multiplies;['multiplies'];DES;DESV
mumbles;['mumbles'];DES;DESV
mummifies;['mummifies'];DES;DESV
munches;['munches'];DES;DESV
murders;['murders'];DES;DESV
murmurs;['murmurs'];DES;DESV
muses;['muses'];DES;DESV
mushrooms;['mushrooms'];DES;DESV
musters;['musters'];DES;DESV
musts;['musts'];DES;DESV
mutates;['mutates'];DES;DESV
mutes;['mutes'];DES;DESV
mutilates;['mutilates'];DES;DESV
mutinies;['mutinies'];DES;DESV
mutters;['mutters'];DES;DESV
muzzles;['muzzles'];DES;DESV
mystifies;['mystifies'];DES;DESV
nabs;['nabs'];DES;DESV
nags;['nags'];DES;DESV
nails;['nails'];DES;DESV
naps;['naps'];DES;DESV
narks;['narks'];DES;DESV
narrates;['narrates'];DES;DESV
narrows;['narrows'];DES;DESV
natters;['natters'];DES;DESV
nauseates;['nauseates'];DES;DESV
navigates;['navigates'];DES;DESV
nears;['nears'];DES;DESV
neatens;['neatens'];DES;DESV
necessitates;['necessitates'];DES;DESV
necks;['necks'];DES;DESV
needles;['needles'];DES;DESV
needs;['needs'];DES;DESV
negatives;['negatives'];DES;DESV
neglects;['neglects'];DES;DESV
negotiates;['negotiates'];DES;DESV
neighs;['neighs'];DES;DESV
nerves;['nerves'];DES;DESV
nestles;['nestles'];DES;DESV
nests;['nests'];DES;DESV
nets;['nets'];DES;DESV
nettles;['nettles'];DES;DESV
neuters;['neuters'];DES;DESV
nicknames;['nicknames'];DES;DESV
nicks;['nicks'];DES;DESV
niggles;['niggles'];DES;DESV
nips;['nips'];DES;DESV
nobbles;['nobbles'];DES;DESV
nods;['nods'];DES;DESV
nominates;['nominates'];DES;DESV
nonpluses;['nonpluses'];DES;DESV
noses;['noses'];DES;DESV
noshes;['noshes'];DES;DESV
notches;['notches'];DES;DESV
notes;['notes'];DES;DESV
notices;['notices'];DES;DESV
notifies;['notifies'];DES;DESV
nourishes;['nourishes'];DES;DESV
nudges;['nudges'];DES;DESV
nullifies;['nullifies'];DES;DESV
numbers;['numbers'];DES;DESV
numbs;['numbs'];DES;DESV
nurses;['nurses'];DES;DESV
nurtures;['nurtures'];DES;DESV
obeies;['obeies'];DES;DESV
objects;['objects'];DES;DESV
obliges;['obliges'];DES;DESV
obliterates;['obliterates'];DES;DESV
obscures;['obscures'];DES;DESV
observes;['observes'];DES;DESV
obsesses;['obsesses'];DES;DESV
obstructs;['obstructs'];DES;DESV
obtains;['obtains'];DES;DESV
obtrudes;['obtrudes'];DES;DESV
obviates;['obviates'];DES;DESV
occasions;['occasions'];DES;DESV
occludes;['occludes'];DES;DESV
occupies;['occupies'];DES;DESV
occurs;['occurs'];DES;DESV
offends;['offends'];DES;DESV
offers;['offers'];DES;DESV
officiates;['officiates'];DES;DESV
offsets;['offsets'];DES;DESV
oils;['oils'];DES;DESV
okaies;['okaies'];DES;DESV
omens;['omens'];DES;DESV
omits;['omits'];DES;DESV
oozes;['oozes'];DES;DESV
opens;['opens'];DES;DESV
operates;['operates'];DES;DESV
opposes;['opposes'];DES;DESV
oppresses;['oppresses'];DES;DESV
opts;['opts'];DES;DESV
orbits;['orbits'];DES;DESV
orchestrates;['orchestrates'];DES;DESV
ordains;['ordains'];DES;DESV
orders;['orders'];DES;DESV
orientates;['orientates'];DES;DESV
originates;['originates'];DES;DESV
ornaments;['ornaments'];DES;DESV
orphans;['orphans'];DES;DESV
oscillates;['oscillates'];DES;DESV
ossifies;['ossifies'];DES;DESV
ousts;['ousts'];DES;DESV
outbids;['outbids'];DES;DESV
outclasses;['outclasses'];DES;DESV
outdistances;['outdistances'];DES;DESV
outdoes;['outdoes'];DES;DESV
outfits;['outfits'];DES;DESV
outfoxes;['outfoxes'];DES;DESV
outgrows;['outgrows'];DES;DESV
outguesses;['outguesses'];DES;DESV
outlasts;['outlasts'];DES;DESV
outlaws;['outlaws'];DES;DESV
outlines;['outlines'];DES;DESV
outmatches;['outmatches'];DES;DESV
outnumbers;['outnumbers'];DES;DESV
outpaces;['outpaces'];DES;DESV
outplaies;['outplaies'];DES;DESV
outputs;['outputs'];DES;DESV
outrages;['outrages'];DES;DESV
outranks;['outranks'];DES;DESV
outruns;['outruns'];DES;DESV
outs;['outs'];DES;DESV
outsells;['outsells'];DES;DESV
outshines;['outshines'];DES;DESV
outsmarts;['outsmarts'];DES;DESV
outstaies;['outstaies'];DES;DESV
outstands;['outstands'];DES;DESV
outstrips;['outstrips'];DES;DESV
outvotes;['outvotes'];DES;DESV
outwears;['outwears'];DES;DESV
outweighs;['outweighs'];DES;DESV
outwits;['outwits'];DES;DESV
overachieves;['overachieves'];DES;DESV
overacts;['overacts'];DES;DESV
overbalances;['overbalances'];DES;DESV
overbids;['overbids'];DES;DESV
overbooks;['overbooks'];DES;DESV
overburdens;['overburdens'];DES;DESV
overcharges;['overcharges'];DES;DESV
overcomes;['overcomes'];DES;DESV
overcrowds;['overcrowds'];DES;DESV
overdoes;['overdoes'];DES;DESV
overdraws;['overdraws'];DES;DESV
overeats;['overeats'];DES;DESV
overestimates;['overestimates'];DES;DESV
overexcites;['overexcites'];DES;DESV
overexerts;['overexerts'];DES;DESV
overfeeds;['overfeeds'];DES;DESV
overflies;['overflies'];DES;DESV
overflows;['overflows'];DES;DESV
overhangs;['overhangs'];DES;DESV
overhauls;['overhauls'];DES;DESV
overhears;['overhears'];DES;DESV
overheats;['overheats'];DES;DESV
overindulges;['overindulges'];DES;DESV
overlaies;['overlaies'];DES;DESV
overlaps;['overlaps'];DES;DESV
overlies;['overlies'];DES;DESV
overloads;['overloads'];DES;DESV
overlooks;['overlooks'];DES;DESV
overpaies;['overpaies'];DES;DESV
overpowers;['overpowers'];DES;DESV
overprices;['overprices'];DES;DESV
overproduces;['overproduces'];DES;DESV
overrates;['overrates'];DES;DESV
overrides;['overrides'];DES;DESV
overrules;['overrules'];DES;DESV
overruns;['overruns'];DES;DESV
oversees;['oversees'];DES;DESV
oversells;['oversells'];DES;DESV
overshadows;['overshadows'];DES;DESV
overshoots;['overshoots'];DES;DESV
oversleeps;['oversleeps'];DES;DESV
overspends;['overspends'];DES;DESV
overstaies;['overstaies'];DES;DESV
overstates;['overstates'];DES;DESV
oversteers;['oversteers'];DES;DESV
oversteps;['oversteps'];DES;DESV
overstocks;['overstocks'];DES;DESV
overtakes;['overtakes'];DES;DESV
overthrows;['overthrows'];DES;DESV
overtops;['overtops'];DES;DESV
overturns;['overturns'];DES;DESV
overvalues;['overvalues'];DES;DESV
overwhelms;['overwhelms'];DES;DESV
overworks;['overworks'];DES;DESV
overwrites;['overwrites'];DES;DESV
owns;['owns'];DES;DESV
oxygenates;['oxygenates'];DES;DESV
paces;['paces'];DES;DESV
pacifies;['pacifies'];DES;DESV
packages;['packages'];DES;DESV
packs;['packs'];DES;DESV
paddles;['paddles'];DES;DESV
padlocks;['padlocks'];DES;DESV
pads;['pads'];DES;DESV
pages;['pages'];DES;DESV
paies;['paies'];DES;DESV
pains;['pains'];DES;DESV
paints;['paints'];DES;DESV
pairs;['pairs'];DES;DESV
palavers;['palavers'];DES;DESV
pales;['pales'];DES;DESV
palliates;['palliates'];DES;DESV
palls;['palls'];DES;DESV
palpates;['palpates'];DES;DESV
palpitates;['palpitates'];DES;DESV
pampers;['pampers'];DES;DESV
panhandles;['panhandles'];DES;DESV
panics;['panics'];DES;DESV
pans;['pans'];DES;DESV
pants;['pants'];DES;DESV
papers;['papers'];DES;DESV
parachutes;['parachutes'];DES;DESV
parades;['parades'];DES;DESV
parallels;['parallels'];DES;DESV
paraphrases;['paraphrases'];DES;DESV
parches;['parches'];DES;DESV
pardons;['pardons'];DES;DESV
